SEQ,TAX
Otu015608,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
Otu015609,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015610,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015611,Bacteria;Firmicutes
Otu015612,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides
Otu015613,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015614,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu015615,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu015616,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
Otu015617,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu015618,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015619,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015620,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015621,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus
Otu015622,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015623,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu015624,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu015625,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu015626,Bacteria;Bacteroidetes
Otu015627,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015628,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015629,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu015630,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015631,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Odoribacter
Otu015632,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia
Otu015633,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015634,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015635,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Otu015636,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae
Otu015637,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015638,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu015639,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015640,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae
Otu015641,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015642,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015643,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015644,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu015645,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015646,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015647,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu015648,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015649,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015650,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia
Otu015651,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015652,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015653,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015654,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu015655,Bacteria;Bacteroidetes
Otu015656,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter
Otu015657,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus
Otu015658,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae
Otu015659,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015660,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
Otu015661,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015662,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015663,Bacteria;Bacteroidetes
Otu015664,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015665,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015666,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015667,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015668,Bacteria;Bacteroidetes
Otu015669,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia
Otu015670,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015671,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015672,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015673,Bacteria;Bacteroidetes
Otu015674,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides
Otu015675,Bacteria;Bacteroidetes
Otu015676,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015677,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015678,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015679,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Otu015680,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia
Otu015681,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
Otu015682,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu015683,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides
Otu015684,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015685,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015686,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015687,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015688,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu015689,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015690,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015691,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Butyricimonas
Otu015692,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu015693,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Otu015694,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu015695,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015696,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu015697,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus
Otu015698,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia
Otu015699,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus
Otu015700,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015701,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu015702,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
Otu015703,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015704,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales
Otu015705,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015706,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015707,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu015708,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015709,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu015710,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015711,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015712,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015713,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Otu015714,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu015715,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015716,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015717,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015718,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015719,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015720,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales
Otu015721,Bacteria;Bacteroidetes
Otu015722,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Otu015723,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015724,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu015725,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015726,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015727,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerostipes
Otu015728,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015729,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales
Otu015730,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu015731,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015732,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015733,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Otu015734,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu015735,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu015736,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015737,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Otu015738,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015739,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015740,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015741,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu015742,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015743,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015744,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Barnesiella
Otu015745,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015746,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae
Otu015747,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Odoribacter
Otu015748,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae
Otu015749,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015750,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015751,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides
Otu015752,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu015753,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Ruminococcus2
Otu015754,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia
Otu015755,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015756,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu015757,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015758,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015759,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015760,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015761,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015762,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu015763,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae
Otu015764,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015765,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea
Otu015766,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015767,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015768,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015769,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015770,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015771,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu015772,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015773,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015774,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015775,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Otu015776,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015777,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu015778,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia
Otu015779,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015780,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015781,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Otu015782,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Otu015783,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum
Otu015784,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015785,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015786,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015787,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015788,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu015789,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015790,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015791,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu015792,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia
Otu015793,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu015794,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Butyricimonas
Otu015795,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter
Otu015796,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015797,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015798,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015799,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015800,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu015801,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu015802,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
Otu015803,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015804,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia
Otu015805,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015806,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015807,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015808,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae
Otu015809,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Butyricimonas
Otu015810,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides
Otu015811,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae
Otu015812,Bacteria;Bacteroidetes
Otu015813,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu015814,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015815,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu015816,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu015817,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu015818,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015819,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Otu015820,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015821,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015822,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus
Otu015823,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015824,Bacteria;Bacteroidetes
Otu015825,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015826,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015827,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
Otu015828,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015829,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia
Otu015830,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015831,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015832,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu015833,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum
Otu015834,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus
Otu015835,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015836,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015837,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
Otu015838,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015839,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015840,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu015841,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015842,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015843,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015844,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015845,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015846,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae
Otu015847,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Otu015848,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015849,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerostipes
Otu015850,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Butyricimonas
Otu015851,Bacteria;Proteobacteria;Betaproteobacteria
Otu015852,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015853,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015854,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu015855,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu015856,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015857,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia
Otu015858,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015859,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015860,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae
Otu015861,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu015862,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015863,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales
Otu015864,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu015865,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015866,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015867,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015868,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015869,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015870,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Butyricimonas
Otu015871,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
Otu015872,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015873,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015874,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu015875,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015876,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter
Otu015877,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015878,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015879,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015880,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu015881,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015882,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015883,Bacteria;Firmicutes;Clostridia;Clostridiales
Otu015884,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015885,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015886,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015887,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Barnesiella
Otu015888,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015889,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum
Otu015890,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015891,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015892,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu015893,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales
Otu015894,Bacteria;Proteobacteria;Betaproteobacteria
Otu015895,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015896,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015897,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales
Otu015898,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
Otu015899,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia
Otu015900,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Otu015901,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
Otu015902,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu015903,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015904,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015905,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
Otu015906,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
Otu015907,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu015908,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
